movieId,title,genres,director,casts
497,Much Ado About Nothing (1993),Comedy|Romance,Kenneth Branagh,Richard Briers| Kate Beckinsale| Imelda Staunton| Jimmy Yuill
499,Mr. Wonderful (1993),Comedy|Romance,Anthony Minghella,Matt Dillon| Annabella Sciorra| Mary-Louise Parker| William Hurt
500,Mrs. Doubtfire (1993),Comedy|Drama,Chris Columbus,Robin Williams| Sally Field| Pierce Brosnan| Harvey Fierstein
501,Naked (1993),Drama,Mike Leigh,David Thewlis| Lesley Sharp| Katrin Cartlidge| Greg Cruttwell
502,Next Karate Kid, The (1994),Christopher Cain,Pat Morita| Hilary Swank| Michael Ironside| Constance Towers
504,No Escape (1994),Action|Drama|Sci-Fi,Martin Campbell,Ray Liotta| Lance Henriksen| Stuart Wilson| Kevin Dillon
505,North (1994),Comedy,Rob Reiner,Elijah Wood| Jason Alexander| Julia Louis-Dreyfus| Marc Shaiman
506,Orlando (1992),Drama|Fantasy|Romance,Sally Potter,Tilda Swinton| Quentin Crisp| Jimmy Somerville| John Bott
507,Perfect World, A (1993),Clint Eastwood,Kevin Costner| Clint Eastwood| Laura Dern| T
508,Philadelphia (1993),Drama,Jonathan Demme,Tom Hanks| Denzel Washington| Roberta Maxwell| Buzz Kilman
509,Piano, The (1993),Jane Campion,Holly Hunter| Harvey Keitel| Sam Neill| Anna Paquin
510,Poetic Justice (1993),Drama,John Singleton,Khandi Alexander| Maya Angelou| Ché J
511,Program, The (1993),David S. Ward,James Caan| Halle Berry| Omar Epps| Craig Sheffer
512,Puppet Masters, The (1994),Stuart Orme,Donald Sutherland| Eric Thal| Julie Warner| Keith David
513,Radioland Murders (1994),Comedy|Mystery|Romance,Mel Smith,Brian Benben| Mary Stuart Masterson| Ned Beatty| George Burns
514,Ref, The (1994),Ted Demme,Denis Leary| Judy Davis| Kevin Spacey| Robert J
515,Remains of the Day, The (1993),James Ivory,John Haycraft| Christopher Reeve| Anthony Hopkins| Emma Thompson
516,Renaissance Man (1994),Comedy|Drama,Penny Marshall,Danny DeVito| Gregory Hines| James Remar| Ed Begley Jr
517,Rising Sun (1993),Action|Drama|Mystery,Philip Kaufman,Sean Connery| Wesley Snipes| Harvey Keitel| Cary-Hiroyuki Tagawa
518,Road to Wellville, The (1994),Alan Parker,Anthony Hopkins| Bridget Fonda| Matthew Broderick| John Cusack
519,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller,Fred Dekker,Robert John Burke| Mario Machado| Remy Ryan| Jodi Long
520,Robin Hood: Men in Tights (1993),Comedy,Mel Brooks,Cary Elwes| Richard Lewis| Roger Rees| Amy Yasbeck
521,Romeo Is Bleeding (1993),Crime|Thriller,Peter Medak,Gary Oldman| Wallace Wood| Juliette Lewis| David Proval
522,Romper Stomper (1992),Action|Drama,Geoffrey Wright,Russell Crowe| Daniel Pollock| Jacqueline McKenzie| Alex Scott
523,Ruby in Paradise (1993),Drama,Victor Nunez,Ashley Judd| Todd Field| Bentley Mitchum| Allison Dean
524,Rudy (1993),Drama,David Anspaugh,Sean Astin| Jon Favreau| Ned Beatty| Greta Lind
526,Savage Nights (Nuits fauves, Les) (1992),Cyril Collard,Cyril Collard| Romane Bohringer| Carlos López| Corine Blue
527,Schindler's List (1993),Drama|War,Steven Spielberg,Liam Neeson| Ben Kingsley| Ralph Fiennes| Caroline Goodall
528,Scout, The (1994),Michael Ritchie,Albert Brooks| Brendan Fraser| Dianne Wiest| Anne Twomey
529,Searching for Bobby Fischer (1993),Drama,Steven Zaillian,Max Pomeranc| Joe Mantegna| Joan Allen| Ben Kingsley
531,Secret Garden, The (1993),Agnieszka Holland,Kate Maberly| Heydon Prowse| Andrew Knott| Maggie Smith
532,Serial Mom (1994),Comedy|Crime|Horror,John Waters,Kathleen Turner| Sam Waterston| Ricki Lake| Matthew Lillard
533,Shadow, The (1994),Russell Mulcahy,Alec Baldwin| John Lone| Penelope Ann Miller| Peter Boyle
534,Shadowlands (1993),Drama|Romance,Richard Attenborough,Julian Fellowes| Roddy Maude-Roxby| Michael Denison| Andrew Seear
535,Short Cuts (1993),Drama,Robert Altman,Andie MacDowell| Bruce Davison| Jack Lemmon| Zane Cassidy
536,Simple Twist of Fate, A (1994),Gillies MacKinnon,Steve Martin| Gabriel Byrne| Laura Linney| Catherine O'Hara
537,Sirens (1994),Drama,John Duigan,Hugh Grant| Tara Fitzgerald| Sam Neill| Elle Macpherson
538,Six Degrees of Separation (1993),Drama,Fred Schepisi,Stockard Channing| Will Smith| Donald Sutherland| Ian McKellen
539,Sleepless in Seattle (1993),Comedy|Drama|Romance,Nora Ephron,Tom Hanks| Ross Malinger| Rita Wilson| Victor Garber
540,Sliver (1993),Thriller,Phillip Noyce,Sharon Stone| William Baldwin| Tom Berenger| Polly Walker
541,Blade Runner (1982),Action|Sci-Fi|Thriller,Ridley Scott,Harrison Ford| Rutger Hauer| Sean Young| Edward James Olmos
542,Son in Law (1993),Comedy|Drama|Romance,Steve Rash,Pauly Shore| Carla Gugino| Lane Smith| Cindy Pickett
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,Thomas Schlamme,Mike Myers| Nancy Travis| Anthony LaPaglia| Amanda Plummer
544,Striking Distance (1993),Action|Crime,Rowdy Herrington,Bruce Willis| Sarah Jessica Parker| Dennis Farina| Tom Sizemore
546,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,Annabel Jankel| Rocky Morton,Bob Hoskins| John Leguizamo| Dennis Hopper| Samantha Mathis
547,Surviving the Game (1994),Action|Adventure|Thriller,Ernest R. Dickerson,Ice-T| Rutger Hauer| Charles S
548,Terminal Velocity (1994),Action|Mystery|Thriller,Deran Sarafian,Charlie Sheen| Nastassja Kinski| James Gandolfini| Christopher McDonald
549,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical,François Girard,Colm Feore| Derek Keurvorst| Katya Ladan| Devon Anderson
550,Threesome (1994),Comedy|Romance,Andrew Fleming,Lara Flynn Boyle| Stephen Baldwin| Josh Charles| Alexis Arquette
551,Nightmare Before Christmas, The (1993),Henry Selick,Danny Elfman| Chris Sarandon| Catherine O'Hara| William Hickey
552,Three Musketeers, The (1993),Stephen Herek,Charlie Sheen| Kiefer Sutherland| Chris O'Donnell| Oliver Platt
553,Tombstone (1993),Action|Drama|Western,George P. Cosmatos| Kevin Jarre,Kurt Russell| Val Kilmer| Sam Elliott| Bill Paxton
555,True Romance (1993),Crime|Thriller,Tony Scott,Christian Slater| Patricia Arquette| Dennis Hopper| Val Kilmer
556,War Room, The (1993),Chris Hegedus| D.A. Pennebaker,James Carville| George Stephanopoulos| Heather Beckel| Paul Begala
558,Pagemaster, The (1994),Pixote Hunt| Joe Johnston,Macaulay Culkin| Kanin Howell| Alexis Kirschner| Jessica Kirschner
562,Welcome to the Dollhouse (1995),Comedy|Drama,Todd Solondz,Heather Matarazzo| Victoria Davis| Christina Brucato| Christina Vidal
563,Germinal (1993),Drama|Romance,Claude Berri,Miou-Miou| Renaud| Jean Carmet| Judith Henry
564,Chasers (1994),Comedy,Dennis Hopper,Tom Berenger| William McNamara| Erika Eleniak| Crispin Glover
567,Kika (1993),Comedy|Drama,Pedro Almodóvar,Verónica Forqué| Peter Coyote| Victoria Abril| Àlex Casanovas
568,Bhaji on the Beach (1993),Comedy|Drama,Gurinder Chadha,Kim Vithana| Jimmi Harkishin| Sarita Khajuria| Akbar Kurtha
569,Little Big League (1994),Comedy|Drama,Andrew Scheinman,Luke Edwards| Timothy Busfield| John Ashton| Ashley Crow
573,Ciao, Professore! (Io speriamo che me la cavo) (1992),Lina Wertmüller,Paolo Villaggio| Isa Danieli| Gigio Morra| Sergio Solli
574,Spanking the Monkey (1994),Comedy|Drama,David O. Russell,Jeremy Davies| Alberta Watson| Benjamin Hendrickson| Elizabeth Newett
575,Little Rascals, The (1994),Penelope Spheeris,Travis Tedford| Kevin Jamal Woods| Jordan Warkol| Zachary Mabry
577,Andre (1994),Adventure|Children|Drama,George Miller,Tina Majorino| Chelsea Field| Shane Meier| Aidan Pendleton
579,Escort, The (Scorta,Ricky Tognazzi,Claudio Amendola| Enrico Lo Verso| Carlo Cecchi| Ricky Memphis
580,Princess Caraboo (1994),Drama,Michael Austin,Jim Broadbent| Phoebe Cates| Wendy Hughes| Kevin Kline
581,Celluloid Closet, The (1995),Rob Epstein| Jeffrey Friedman,Lily Tomlin| Tony Curtis| Susie Bright| Arthur Laurents
583,Dear Diary (Caro Diario) (1994),Comedy|Drama,Nanni Moretti,Nanni Moretti| Giovanna Bozzolo| Sebastiano Nardone| Antonio Petrocelli
585,Brady Bunch Movie, The (1995),Betty Thomas,Shelley Long| Gary Cole| Christine Taylor| Christopher Daniel Barnes
586,Home Alone (1990),Children|Comedy,Chris Columbus,Macaulay Culkin| Joe Pesci| Daniel Stern| John Heard
587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,Jerry Zucker,Patrick Swayze| Demi Moore| Tony Goldwyn| Stanley Lawrence
588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,Ron Clements| John Musker,Scott Weinger| Robin Williams| Linda Larkin| Jonathan Freeman
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi,James Cameron,Arnold Schwarzenegger| Linda Hamilton| Edward Furlong| Robert Patrick
590,Dances with Wolves (1990),Adventure|Drama|Western,Kevin Costner,Kevin Costner| Mary McDonnell| Graham Greene| Rodney A
592,Batman (1989),Action|Crime|Thriller,Tim Burton,Michael Keaton| Jack Nicholson| Kim Basinger| Robert Wuhl
593,Silence of the Lambs, The (1991),Jonathan Demme,Jodie Foster| Lawrence A
594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,William Cottrell| David Hand| Wilfred Jackson| Larry Morey| Perce Pearce| Ben Sharpsteen,Roy Atwell| Stuart Buchanan| Adriana Caselotti| Eddie Collins
595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,Gary Trousdale| Kirk Wise,Robby Benson| Jesse Corti| Rex Everhart| Angela Lansbury
596,Pinocchio (1940),Animation|Children|Fantasy|Musical,Norman Ferguson| T. Hee| Wilfred Jackson| Jack Kinney| Hamilton Luske| Bill Roberts| Ben Sharpsteen,Mel Blanc| Billy Bletcher| Don Brodie| Stuart Buchanan
597,Pretty Woman (1990),Comedy|Romance,Garry Marshall,Richard Gere| Julia Roberts| Ralph Bellamy| Jason Alexander
599,Wild Bunch, The (1969),Sam Peckinpah,William Holden| Ernest Borgnine| Robert Ryan| Edmond O'Brien
600,Love and a .45 (1994),Action|Comedy|Crime,C.M. Talkington,Gil Bellows| Renée Zellweger| Rory Cochrane| Jeffrey Combs
602,Great Day in Harlem, A (1994),Jean Bach,Quincy Jones| Dizzy Gillespie| Sonny Rollins| Buck Clayton
605,One Fine Day (1996),Drama|Romance,Michael Hoffman,Michelle Pfeiffer| George Clooney| Mae Whitman| Alex D
606,Candyman: Farewell to the Flesh (1995),Fantasy|Horror,Bill Condon,Caroline Barclay| Michael Bergeron| Brianna Blanchard| Clotiel Bordeltier
608,Fargo (1996),Comedy|Crime|Drama|Thriller,Joel Coen| Ethan Coen,William H
609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children,David R. Ellis,Michael J
610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,Gerald Potterton| John Bruno| John Halas| Julian Harris| Jimmy T. Murakami| Barrie Nelson| Paul Sabella| Jack Stokes| Pino Van Lamsweerde| Harold Whitaker,Don Francks| Caroline Semple| Richard Romanus| Susan Roman
611,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi,Kevin Yagher,Bruce Ramsay| Valentina Vargas| Doug Bradley| Charlotte Chatton
612,Pallbearer, The (1996),Matt Reeves,David Schwimmer| Gwyneth Paltrow| Michael Rapaport| Toni Collette
613,Jane Eyre (1996),Drama|Romance,Franco Zeffirelli,Anna Paquin| Nic Knight| Nicola Howard| Sasha Graff
615,Bread and Chocolate (Pane e cioccolata) (1973),Comedy|Drama,Franco Brusati,Nino Manfredi| Paolo Turco| Ugo D'Alessio| Tano Cimarosa
616,Aristocats, The (1970),Wolfgang Reitherman,Phil Harris| Eva Gabor| Sterling Holloway| Scatman Crothers
617,Flower of My Secret, The (La flor de mi secreto) (1995),Pedro Almodóvar,Marisa Paredes| Juan Echanove| Carme Elias| Rossy de Palma
618,Two Much (1995),Comedy|Romance,Fernando Trueba,Antonio Banderas| Melanie Griffith| Daryl Hannah| Danny Aiello
619,Ed (1996),Comedy,Bill Couturié,Matt LeBlanc| Gene Ross| Paul Hewitt| Sage Allen
626,Thin Line Between Love and Hate, A (1996),Martin Lawrence,Martin Lawrence| Lynn Whitfield| Regina King| Bobby Brown
627,Last Supper, The (1995),Stacy Title,Annabeth Gish| Ron Perlman| Cameron Diaz| Jonathan Penner
628,Primal Fear (1996),Crime|Drama|Mystery|Thriller,Gregory Hoblit,Richard Gere| Laura Linney| John Mahoney| Alfre Woodard
631,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance,Larry Leker| Paul Sabella,Ernest Borgnine| Bebe Neuwirth| Charlie Sheen| Hamilton Camp
632,Land and Freedom (Tierra y libertad) (1995),Drama|War,Ken Loach,Ian Hart| Rosana Pastor| Icíar Bollaín| Tom Gilroy
633,Denise Calls Up (1995),Comedy,Hal Salwen,Tim Daly| Caroleen Feeney| Dan Gunther| Dana Wheeler-Nicholson
634,Theodore Rex (1995),Comedy,Jonathan R. Betuel,Whoopi Goldberg| Armin Mueller-Stahl| Juliet Landau| Bud Cort
635,Family Thing, A (1996),Richard Pearce,Robert Duvall| James Earl Jones| Michael Beach| Irma P
636,Frisk (1995),Drama,Todd Verow,Michael Gunther| Craig Chester| Michael Stock| Raoul O'Connell
637,Sgt. Bilko (1996),Comedy,Jonathan Lynn,Steve Martin| Dan Aykroyd| Phil Hartman| Glenne Headly
638,Jack and Sarah (1995),Romance,Tim Sullivan,Richard E
639,Girl 6 (1996),Comedy|Drama,Spike Lee,Theresa Randle| Isaiah Washington| Spike Lee| Jenifer Lewis
640,Diabolique (1996),Drama|Thriller,Jeremiah S. Chechik,Sharon Stone| Isabelle Adjani| Chazz Palminteri| Kathy Bates
645,Nelly & Monsieur Arnaud (1995),Drama,Claude Sautet,Emmanuelle Béart| Michel Serrault| Jean-Hugues Anglade| Claire Nadeau
647,Courage Under Fire (1996),Action|Crime|Drama|War,Edward Zwick,Denzel Washington| Meg Ryan| Lou Diamond Phillips| Michael Moriarty
648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,Brian De Palma,Tom Cruise| Jon Voight| Emmanuelle Béart| Henry Czerny
649,Cold Fever (Á köldum klaka) (1995),Comedy|Drama,Friðrik Þór Friðriksson,Masatoshi Nagase| Lili Taylor| Fisher Stevens| Gísli Halldórsson
650,Moll Flanders (1996),Drama,Pen Densham,Robin Wright| Morgan Freeman| Stockard Channing| John Lynch
653,Dragonheart (1996),Action|Adventure|Fantasy,Rob Cohen,Dennis Quaid| David Thewlis| Pete Postlethwaite| Dina Meyer
656,Eddie (1996),Comedy,Steve Rash,Whoopi Goldberg| Frank Langella| Dennis Farina| Richard Jenkins
661,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical,Henry Selick,Simon Callow| Richard Dreyfuss| Jane Leeves| Joanna Lumley
662,Fear (1996),Thriller,James Foley,Mark Wahlberg| Reese Witherspoon| William Petersen| Amy Brenneman
663,Kids in the Hall: Brain Candy (1996),Comedy,Kelly Makin,David Foley| Bruce McCulloch| Kevin McDonald| Mark McKinney
665,Underground (1995),Comedy|Drama|War,Emir Kusturica,Predrag 'Miki' Manojlovic| Lazar Ristovski| Mirjana Jokovic| Slavko Stimac
667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),Action,Alan Mehrez| Philip Tan,Daniel Bernhardt| Pat Morita| Donald Gibb| James Hong
668,Song of the Little Road (Pather Panchali) (1955),Drama,Satyajit Ray,Kanu Bannerjee| Karuna Bannerjee| Chunibala Devi| Uma Das Gupta
670,World of Apu, The (Apur Sansar) (1959),Satyajit Ray,Soumitra Chatterjee| Sharmila Tagore| Alok Chakravarty| Swapan Mukherjee
671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,Jim Mallon,Trace Beaulieu| Michael J
673,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,Joe Pytka,Michael Jordan| Wayne Knight| Theresa Randle| Manner Washington
674,Barbarella (1968),Adventure|Comedy|Sci-Fi,Roger Vadim,Jane Fonda| John Phillip Law| Anita Pallenberg| Milo O'Shea
678,Some Folks Call It a Sling Blade (1993),Drama|Thriller,George Hickenlooper,Billy Bob Thornton| Molly Ringwald| J
679,Run of the Country, The (1995),Peter Yates,Albert Finney| Matt Keeslar| Victoria Smurfit| Anthony Brophy
680,Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965),Jean-Luc Godard,Eddie Constantine| Anna Karina| Akim Tamiroff| Valérie Boisgel
685,It's My Party (1996),Drama,Randal Kleiser,Margaret Cho| Bruce Davison| Lee Grant| Devon Gummersall
688,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War,Simon Wincer,Danny Glover| Ray Liotta| Denis Leary| Doug E
691,Mrs. Winterbourne (1996),Comedy|Romance,Richard Benjamin,Shirley MacLaine| Ricki Lake| Brendan Fraser| Miguel Sandoval
692,Solo (1996),Action|Sci-Fi|Thriller,Norberto Barba,Mario Van Peebles| Barry Corbin| William Sadler| Jaime Gomez
694,Substitute, The (1996),Robert Mandel,Tom Berenger| Raymond Cruz| William Forsythe| Luis Guzmán
695,True Crime (1996),Mystery|Thriller,Pat Verducci,Alicia Silverstone| Kevin Dillon| Bill Nunn| Michael Bowen
697,Feeling Minnesota (1996),Drama|Romance,Steven Baigelman,Keanu Reeves| Cameron Diaz| Vincent D'Onofrio| Delroy Lindo
698,Delta of Venus (1995),Drama,Zalman King,Audie England| Costas Mandylor| Eric da Silva| Raven Snow
700,Angus (1995),Comedy,Patrick Read Johnson,Perry Anzilotti| Kathy Bates| Robert Curtis Brown| Kevin Connolly
703,Boys (1996),Drama,Stacy Cochran,Winona Ryder| Lukas Haas| John C
704,Quest, The (1996),Jean-Claude Van Damme,Jean-Claude Van Damme| Roger Moore| James Remar| Janet Gunn
706,Sunset Park (1996),Drama,Steve Gomer,Rhea Perlman| Fredro Starr| Carol Kane| Terrence Howard
707,Mulholland Falls (1996),Crime|Drama|Thriller,Lee Tamahori,Nick Nolte| Melanie Griffith| Chazz Palminteri| Michael Madsen
708,Truth About Cats & Dogs, The (1996),Michael Lehmann,Uma Thurman| Janeane Garofalo| Ben Chaplin| Jamie Foxx
709,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical,George Scribner,Joey Lawrence| Billy Joel| Cheech Marin| Richard Mulligan
710,Celtic Pride (1996),Comedy,Tom DeCerchio,Damon Wayans| Daniel Stern| Dan Aykroyd| Gail O'Grady
711,Flipper (1996),Adventure|Children,Alan Shapiro| Shelly Hatton,Elijah Wood| Paul Hogan| Jonathan Banks| Robert Deacon
714,Dead Man (1995),Drama|Mystery|Western,Jim Jarmusch,Johnny Depp| Gary Farmer| Crispin Glover| Lance Henriksen
715,Horseman on the Roof, The (Hussard sur le toit,Jean-Paul Rappeneau,Juliette Binoche| Olivier Martinez| Pierre Arditi| François Cluzet
718,Visitors, The (Visiteurs,Jean-Marie Poiré,Christian Clavier| Jean Reno| Valérie Lemercier| Marie-Anne Chazel
719,Multiplicity (1996),Comedy,Harold Ramis,Michael Keaton| Andie MacDowell| Zack Duhame| Katie Schlossberg
720,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy,,
722,Haunted World of Edward D. Wood Jr., The (1996),Brett Thompson,Maila Nurmi| Dolores Fuller| Paul Marco| Conrad Brooks
724,Craft, The (1996),Andrew Fleming,Robin Tunney| Fairuza Balk| Neve Campbell| Rachel True
725,Great White Hype, The (1996),Reginald Hudlin,Samuel L
726,Last Dance (1996),Drama,Bruce Beresford,Sharon Stone| Rob Morrow| Randy Quaid| Peter Gallagher
728,Cold Comfort Farm (1995),Comedy,John Schlesinger,Eileen Atkins| Kate Beckinsale| Sheila Burrell| Stephen Fry
731,Heaven's Prisoners (1996),Crime|Thriller,Phil Joanou,Alec Baldwin| Kelly Lynch| Mary Stuart Masterson| Eric Roberts
733,Rock, The (1996),Michael Bay,Sean Connery| Nicolas Cage| Ed Harris| John Spencer
735,Cemetery Man (Dellamorte Dellamore) (1994),Horror,Michele Soavi,Rupert Everett| François Hadji-Lazaro| Anna Falchi| Mickey Knox
736,Twister (1996),Action|Adventure|Romance|Thriller,Jan de Bont,Helen Hunt| Bill Paxton| Cary Elwes| Jami Gertz
737,Barb Wire (1996),Action|Sci-Fi,David Hogan,Amir AboulEla| Adriana Alexander| David Andriole| Vanessa Lee Asher
741,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi,Mamoru Oshii,Atsuko Tanaka| Akio Ôtsuka| Kôichi Yamadera| Yutaka Nakano
742,Thinner (1996),Horror|Thriller,Tom Holland,Robert John Burke| Lucinda Jenney| Bethany Joy Lenz| Time Winters
743,Spy Hard (1996),Comedy,Rick Friedberg,Leslie Nielsen| Nicollette Sheridan| Charles Durning| Marcia Gay Harden
745,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy,Nick Park,Peter Sallis| Anne Reid
747,Stupids, The (1996),John Landis,Tom Arnold| Jessica Lundy| Bug Hall| Alex McKenna
748,Arrival, The (1996),David Twohy,Charlie Sheen| Lindsay Crouse| Richard Schiff| Shane
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War,Stanley Kubrick,Peter Sellers| George C
757,Ashes of Time (Dung che sai duk) (1994),Drama,Kar-Wai Wong,Brigitte Lin| Leslie Cheung| Maggie Cheung| Tony Chiu-Wai Leung
759,Maya Lin: A Strong Clear Vision (1994),Documentary,Freida Lee Mock,Maya Lin
760,Stalingrad (1993),Drama|War,Joseph Vilsmaier,Dominique Horwitz| Thomas Kretschmann| Jochen Nickel| Sebastian Rudolph
761,Phantom, The (1996),Simon Wincer,Billy Zane| Kristy Swanson| Treat Williams| Catherine Zeta-Jones
762,Striptease (1996),Comedy|Crime,Andrew Bergman,Demi Moore| Burt Reynolds| Armand Assante| Ving Rhames
764,Heavy (1995),Drama|Romance,James Mangold,Pruitt Taylor Vince| Shelley Winters| Liv Tyler| Debbie Harry
765,Jack (1996),Comedy|Drama,Francis Ford Coppola,Robin Williams| Diane Lane| Brian Kerwin| Jennifer Lopez
766,I Shot Andy Warhol (1996),Drama,Mary Harron,Lili Taylor| Jared Harris| Martha Plimpton| Lothaire Bluteau
773,Touki Bouki (1973),Drama,Djibril Diop Mambéty,Magaye Niang| Myriam Niang| Christoph Colomb| Mustapha Ture
775,Spirits of the Dead (1968),Horror|Mystery,Federico Fellini| Louis Malle| Roger Vadim,Brigitte Bardot| Alain Delon| Jane Fonda| Terence Stamp
778,Trainspotting (1996),Comedy|Crime|Drama,Danny Boyle,Ewan McGregor| Ewen Bremner| Jonny Lee Miller| Kevin McKidd
779,'Til There Was You (1997),Drama|Romance,Scott Winant,John Plumpis| Janel Moloney| Yvonne Zima| Christine Ebersole
780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller,Roland Emmerich,Will Smith| Bill Pullman| Jeff Goldblum| Mary McDonnell
781,Stealing Beauty (1996),Drama,Bernardo Bertolucci,Carlo Cecchi| Sinéad Cusack| Joseph Fiennes| Jason Flemyng
782,Fan, The (1996),Tony Scott,Robert De Niro| Wesley Snipes| Ellen Barkin| John Leguizamo
783,Hunchback of Notre Dame, The (1996),Gary Trousdale| Kirk Wise,Jason Alexander| Mary Kay Bergman| Corey Burton| Jim Cummings
784,Cable Guy, The (1996),Ben Stiller,Jim Carrey| Matthew Broderick| Leslie Mann| Jack Black
785,Kingpin (1996),Comedy,Bobby Farrelly| Peter Farrelly,Woody Harrelson| Randy Quaid| Vanessa Angel| Bill Murray
786,Eraser (1996),Action|Drama|Thriller,Chuck Russell,Arnold Schwarzenegger| James Caan| Vanessa Williams| James Coburn
788,Nutty Professor, The (1996),Tom Shadyac,Eddie Murphy| Jada Pinkett Smith| James Coburn| Larry Miller
790,Unforgettable Summer, An (Un été inoubliable) (1994),Lucian Pintilie,Kristin Scott Thomas| Claudiu Bleont| Olga Tudorache| George Constantin
791,Last Klezmer: Leopold Kozlowski, His Life and Music,Yale Strom,Leopold Kozlowski
795,Somebody to Love (1994),Drama,Alexandre Rockwell,Rosie Perez| Harvey Keitel| Anthony Quinn| Michael DeLorenzo
798,Daylight (1996),Action|Adventure|Drama|Thriller,Rob Cohen,Sylvester Stallone| Amy Brenneman| Viggo Mortensen| Dan Hedaya
799,Frighteners, The (1996),Peter Jackson,Michael J
800,Lone Star (1996),Drama|Mystery|Western,John Sayles,Stephen Mendillo| Stephen J
801,Harriet the Spy (1996),Children|Comedy,Bronwen Hughes,Michelle Trachtenberg| Gregory Smith| Vanessa Chester| Rosie O'Donnell
802,Phenomenon (1996),Drama|Romance,Jon Turteltaub,John Travolta| Kyra Sedgwick| Forest Whitaker| Robert Duvall
803,Walking and Talking (1996),Comedy|Drama|Romance,Nicole Holofcener,Amy Braverman| Miranda Rhyne| Catherine Keener| Anne Heche
804,She's the One (1996),Comedy|Romance,Edward Burns,John Mahoney| Edward Burns| Michael McGlone| Maxine Bahns
805,Time to Kill, A (1996),Joel Schumacher,Matthew McConaughey| Sandra Bullock| Samuel L
806,American Buffalo (1996),Crime|Drama,Michael Corrente,Dustin Hoffman| Dennis Franz| Sean Nelson
808,Alaska (1996),Adventure|Children,Fraser C. Heston,Thora Birch| Vincent Kartheiser| Dirk Benedict| Charlton Heston
809,Fled (1996),Action|Adventure,Kevin Hooks,Laurence Fishburne| Stephen Baldwin| Will Patton| Robert John Burke
810,Kazaam (1996),Children|Comedy|Fantasy,Paul Michael Glaser,Shaquille O'Neal| Francis Capra| Ally Walker| James Acheson
813,Larger Than Life (1996),Comedy,Howard Franklin,Jerry Adler| Bill Murray| Richard Alan Baker| Richie Allan
818,Very Brady Sequel, A (1996),Arlene Sanford,Shelley Long| Gary Cole| Christopher Daniel Barnes| Christine Taylor
823,Collector, The (La collectionneuse) (1967),Éric Rohmer,Patrick Bauchau| Haydée Politoff| Daniel Pommereulle| Alain Jouffroy
824,Kaspar Hauser (1993),Drama|Mystery,Peter Sehr,André Eisermann| Udo Samel| Jeremy Clyde| Katharina Thalbach
828,Adventures of Pinocchio, The (1996),Steve Barron,Martin Landau| Jonathan Taylor Thomas| Geneviève Bujold| Udo Kier
829,Joe's Apartment (1996),Comedy|Fantasy|Musical,John Payson,Jerry O'Connell| Megan Ward| Billy West| Reginald Hudlin
830,First Wives Club, The (1996),Hugh Wilson,Goldie Hawn| Bette Midler| Diane Keaton| Maggie Smith
832,Ransom (1996),Crime|Thriller,Ron Howard,Mel Gibson| Rene Russo| Brawley Nolte| Gary Sinise
833,High School High (1996),Comedy,Hart Bochner,Jon Lovitz| Tia Carrere| Louise Fletcher| Mekhi Phifer
835,Foxfire (1996),Drama,Annette Haywood-Carter,Hedy Burress| Angelina Jolie| Jenny Lewis| Jenny Shimizu
836,Chain Reaction (1996),Action|Adventure|Thriller,Andrew Davis,Keanu Reeves| Morgan Freeman| Rachel Weisz| Fred Ward
837,Matilda (1996),Children|Comedy|Fantasy,Danny DeVito,Mara Wilson| Danny DeVito| Rhea Perlman| Embeth Davidtz
838,Emma (1996),Comedy|Drama|Romance,Douglas McGrath,Gwyneth Paltrow| James Cosmo| Greta Scacchi| Alan Cumming
