movieId,title,genres,director,casts
7615,Desert Hearts (1985),Drama,Donna Deitch,Helen Shaver| Patricia Charbonneau| Audra Lindley| Andra Akers
7616,Body Double (1984),Mystery|Thriller,Brian De Palma,Craig Wasson| Melanie Griffith| Gregg Henry| Deborah Shelton
7618,Chaplin (1992),Drama,Richard Attenborough,Robert Downey Jr
7619,Miracle Worker, The (1962),Drama,Arthur Penn,Anne Bancroft| Victor Jory| Inga Swenson| Andrew Prine
7620,Monster in a Box (1992),Comedy|Drama,Nick Broomfield,Spalding Gray
7624,School Ties (1992),Drama,Robert Mandel,Brendan Fraser| Matt Damon| Chris O'Donnell| Randall Batinkoff
7636,Raising Cain (1992),Horror|Thriller,Brian De Palma,John Lithgow| Lolita Davidovich| Steven Bauer| Frances Sternhagen
7646,Rose Red (2002),Horror|Mystery|Thriller,,
7647,Noises Off... (1992),Comedy,Peter Bogdanovich,Carol Burnett| Michael Caine| Denholm Elliott| Julie Hagerty
7649,Babylon 5: In the Beginning (1998),Adventure|Sci-Fi,Michael Vejar,Bruce Boxleitner| Mira Furlan| Richard Biggs| Andreas Katsulas
7650,Witchfinder General (Conquerer Worm, The) (1968),Horror,Michael Reeves,Vincent Price| Ian Ogilvy| Rupert Davies| Patrick Wymark
7657,Versus (2000),Action|Comedy|Fantasy|Horror,Ryûhei Kitamura,Tak Sakaguchi| Hideo Sakaki| Chieko Misaka| Kenji Matsuda
7669,Pride and Prejudice (1995),Drama|Romance,,
7698,China Syndrome, The (1979),Drama|Thriller,James Bridges,Jane Fonda| Jack Lemmon| Michael Douglas| Scott Brady
7700,Wages of Fear, The (Salaire de la peur, Le) (1953),Action|Adventure|Drama|Thriller,Henri-Georges Clouzot,Yves Montand| Charles Vanel| Folco Lulli| Peter van Eyck
7701,Look Who's Talking Too (1990),Comedy|Romance,Amy Heckerling,John Travolta| Kirstie Alley| Olympia Dukakis| Elias Koteas
7702,Bells of St. Mary's, The (1945),Drama,Leo McCarey,Bing Crosby| Ingrid Bergman| Henry Travers| William Gargan
7704,Delta Force, The (1986),Action,Menahem Golan,Chuck Norris| Lee Marvin| Martin Balsam| Joey Bishop
7705,Pat and Mike (1952),Comedy|Romance,George Cukor,Spencer Tracy| Katharine Hepburn| Aldo Ray| William Ching
7706,Animal Crackers (1930),Comedy|Musical,Victor Heerman,The Marx Brothers| Groucho Marx| Harpo Marx| Chico Marx
7707,He Said, She Said (1991),Comedy|Drama|Romance,Ken Kwapis| Marisa Silver,Kevin Bacon| Elizabeth Perkins| Nathan Lane| Anthony LaPaglia
7708,Bedazzled (1967),Comedy|Fantasy,Stanley Donen,Peter Cook| Dudley Moore| Eleanor Bron| Raquel Welch
7713,Cat People (1942),Drama|Horror|Romance|Thriller,Jacques Tourneur,Simone Simon| Kent Smith| Tom Conway| Jane Randolph
7714,Camelot (1967),Drama|Musical|Romance,Joshua Logan,Richard Harris| Vanessa Redgrave| Franco Nero| David Hemmings
7716,Lonely Guy, The (1984),Comedy,Arthur Hiller,Steve Martin| Charles Grodin| Judith Ivey| Steve Lawrence
7720,Four Musketeers, The (1974),Action|Adventure|Comedy|Romance,Richard Lester,Oliver Reed| Raquel Welch| Richard Chamberlain| Michael York
7727,Protocol (1984),Comedy,Herbert Ross,Goldie Hawn| Chris Sarandon| Richard Romanus| Andre Gregory
7728,Postman Always Rings Twice, The (1946),Crime|Drama|Film-Noir|Thriller,Tay Garnett,Lana Turner| John Garfield| Cecil Kellaway| Hume Cronyn
7730,Matinee (1993),Comedy|Drama,Joe Dante,John Goodman| Cathy Moriarty| Simon Fenton| Omri Katz
7742,Baxter (1989),Drama|Horror,Jérôme Boivin,Lise Delamare| Jean Mercure| Jacques Spiesser| Catherine Ferran
7743,Explorers (1985),Adventure|Children|Sci-Fi,Joe Dante,Ethan Hawke| River Phoenix| Bobby Fite| Bradley Gregg
7745,Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte) (1993),Drama,Anh Hung Tran,Nu Yên-Khê Tran| Man San Lu| Thi Loc Truong| Anh Hoa Nguyen
7748,Pierrot le fou (1965),Crime|Drama,Jean-Luc Godard,Jean-Paul Belmondo| Anna Karina| Graziella Galvani| Aicha Abadir
7749,Weekend (a.k.a. Le Week-end) (Week End) (1967),Drama,Jean-Luc Godard,Mireille Darc| Jean Yanne| Jean-Pierre Kalfon| Yves Afonso
7753,Tuesdays with Morrie (1999),Drama,Mick Jackson,Jack Lemmon| Hank Azaria| Wendy Moniz| Caroline Aaron
7756,Alexander Nevsky (Aleksandr Nevskiy) (1938),Action|Drama|War,Sergei Eisenstein| Dmitriy Vasilev,Nikolay Cherkasov| Nikolai Okhlopkov| Andrei Abrikosov| Dmitriy Orlov
7757,Jason and the Argonauts (1963),Action|Adventure|Fantasy,Don Chaffey,Todd Armstrong| Nancy Kovack| Gary Raymond| Laurence Naismith
7762,Tinker, Tailor, Soldier, Spy (1979),Drama|Thriller,,
7766,Throne of Blood (Kumonosu jô) (1957),Action|Drama|Thriller|War,Akira Kurosawa,Toshirô Mifune| Isuzu Yamada| Takashi Shimura| Akira Kubo
7767,Best of Youth, The (La meglio gioventù) (2003),Drama,Marco Tullio Giordana,Luigi Lo Cascio| Alessio Boni| Adriana Asti| Sonia Bergamasco
7772,Undercurrent (1946),Film-Noir|Thriller,Vincente Minnelli,Katharine Hepburn| Robert Taylor| Robert Mitchum| Edmund Gwenn
7773,Bang, Bang, You're Dead (2002),Drama,Guy Ferland,Tom Cavanagh| Ben Foster| Randy Harrison| Janel Moloney
7781,Twister (1990),Comedy,Michael Almereyda,Harry Dean Stanton| Suzy Amis| Crispin Glover| Dylan McDermott
7782,Sniper (1993),Action|Drama,Luis Llosa,Tom Berenger| Billy Zane| J
7786,Genghis Blues (1999),Documentary,Roko Belic,Richard Feynman| B
7789,11'09"01 - September 11 (2002),Drama,Youssef Chahine| Amos Gitai| Shôhei Imamura| Alejandro G. Iñárritu| Claude Lelouch| Ken Loach| Samira Makhmalbaf| Mira Nair| Idrissa Ouedraogo| Sean Penn| Danis Tanovic,Maryam Karimi| Mohamad Dolati| Agelem Habibi| Esmat Vahedi
7792,Parallax View, The (1974),Thriller,Alan J. Pakula,Warren Beatty| Paula Prentiss| William Daniels| Walter McGinn
7802,Warriors, The (1979),Action|Adventure|Crime|Thriller,Walter Hill,Michael Beck| James Remar| Dorsey Wright| Brian Tyler
7810,Babylon 5: A Call to Arms (1999),Adventure|Sci-Fi,Michael Vejar,Bruce Boxleitner| Jerry Doyle| Jeff Conaway| Carrie Dobro
7811,Babylon 5: The River of Souls (1998),Drama|Sci-Fi,Janet Greek,Jerry Doyle| Tracy Scoggins| Jeff Conaway| Richard Biggs
7812,Babylon 5: Thirdspace (1998),Drama|Sci-Fi,Jesús Salvador Treviño,Bruce Boxleitner| Claudia Christian| Mira Furlan| Richard Biggs
7815,True Stories (1986),Comedy|Musical,David Byrne,John Goodman| Annie McEnroe| Jo Harvey Allen| Spalding Gray
7820,Virgin Spring, The (Jungfrukällan) (1960),Crime|Drama,Ingmar Bergman,Max von Sydow| Birgitta Valberg| Gunnel Lindblom| Birgitta Pettersson
7822,Mogambo (1953),Adventure|Drama|Romance,John Ford,Clark Gable| Ava Gardner| Grace Kelly| Donald Sinden
7826,Secret Life of Walter Mitty, The (1947),Comedy|Romance|Thriller,Norman Z. McLeod,Danny Kaye| Virginia Mayo| Boris Karloff| Fay Bainter
7831,Another Thin Man (1939),Comedy|Crime|Drama|Mystery|Romance,W.S. Van Dyke,William Powell| Myrna Loy| Virginia Grey| Otto Kruger
7832,Thin Man Goes Home, The (1945),Comedy|Crime|Mystery,Richard Thorpe,William Powell| Myrna Loy| Lucile Watson| Gloria DeHaven
7833,Shadow of the Thin Man (1941),Comedy|Crime|Mystery,W.S. Van Dyke,William Powell| Myrna Loy| Barry Nelson| Donna Reed
7834,After the Thin Man (1936),Comedy|Crime|Mystery|Romance,W.S. Van Dyke,William Powell| Myrna Loy| James Stewart| Elissa Landi
7835,Song of the Thin Man (1947),Comedy|Crime|Drama|Musical|Mystery|Romance,Edward Buzzell,William Powell| Myrna Loy| Keenan Wynn| Dean Stockwell
7839,Love Crazy (1941),Comedy,Jack Conway,William Powell| Myrna Loy| Gail Patrick| Jack Carson
7840,Gunga Din (1939),Adventure|Comedy|War,George Stevens,Cary Grant| Victor McLaglen| Douglas Fairbanks Jr
7841,Children of Dune (2003),Fantasy|Sci-Fi,,
7842,Dune (2000),Drama|Fantasy|Sci-Fi,,
7843,Lammbock (2001),Comedy,Christian Zübert,Lucas Gregorowicz| Moritz Bleibtreu| Marie Zielcke| Julian Weigend
7844,Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) (1993),Action|Comedy,Corey Yuen,Jet Li| Josephine Siao| Michelle Reis| Wenzhuo Zhao
7845,Tremors II: Aftershocks (1996),Comedy|Horror|Sci-Fi,S.S. Wilson,Fred Ward| Chris Gartin| Helen Shaver| Michael Gross
7846,Tremors 3: Back to Perfection (2001),Comedy|Horror|Sci-Fi,Brent Maddock,Michael Gross| Shawn Christian| Susan Chuang| Charlotte Stewart
7879,Notorious C.H.O. (2002),Comedy,Lorene Machado,Margaret Cho
7882,The Plague of the Zombies (1966),Horror,John Gilling,André Morell| Diane Clare| Brook Williams| Jacqueline Pearce
7883,I Walked with a Zombie (1943),Drama|Horror,Jacques Tourneur,James Ellison| Frances Dee| Tom Conway| Edith Barrett
7884,Highway 61 (1991),Comedy,Bruce McDonald,Valerie Buhagiar| Don McKellar| Earl Pastko| Peter Breck
7888,How to Succeed in Business Without Really Trying (1967),Comedy|Musical,David Swift,Robert Morse| Michele Lee| Rudy Vallee| Anthony 'Scooter' Teague
7889,Pat Garrett and Billy the Kid (1973),Western,Sam Peckinpah,James Coburn| Kris Kristofferson| Richard Jaeckel| Katy Jurado
7891,Last Man on Earth, The (Ultimo uomo della Terra, L') (1964),Drama|Horror|Sci-Fi,Ubaldo Ragona| Sidney Salkow,Vincent Price| Franca Bettoia| Emma Danieli| Giacomo Rossi Stuart
7894,Duck, You Sucker (1971),Action|Western,Sergio Leone,Rod Steiger| James Coburn| Romolo Valli| Maria Monti
7895,Bring Me the Head of Alfredo Garcia (1974),Crime|Drama|Thriller,Sam Peckinpah,Warren Oates| Isela Vega| Robert Webber| Gig Young
7896,Ride the High Country (1962),Adventure|Drama|Western,Sam Peckinpah,Randolph Scott| Joel McCrea| Mariette Hartley| Ron Starr
7899,Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975),Action,Jimmy Wang Yu,Jimmy Wang Yu| Kang Chin| Chun-Erh Lung| Chia-Yung Liu
7900,Frankenstein Must Be Destroyed (1969),Drama|Horror|Sci-Fi,Terence Fisher,Peter Cushing| Veronica Carlson| Freddie Jones| Simon Ward
7916,Gidget (1959),Comedy,Paul Wendkos,Sandra Dee| James Darren| Cliff Robertson| Arthur O'Connell
7920,Desperate Living (1977),Comedy|Crime,John Waters,Liz Renay| Mink Stole| Susan Lowe| Edith Massey
7924,Stray Dog (Nora inu) (1949),Drama|Film-Noir|Thriller,Akira Kurosawa,Toshirô Mifune| Takashi Shimura| Keiko Awaji| Eiko Miyoshi
7925,Hidden Fortress, The (Kakushi-toride no san-akunin) (1958),Action|Adventure,Akira Kurosawa,Toshirô Mifune| Minoru Chiaki| Kamatari Fujiwara| Susumu Fujita
7926,High and Low (Tengoku to jigoku) (1963),Crime|Drama|Film-Noir|Thriller,Akira Kurosawa,Toshirô Mifune| Tatsuya Nakadai| Kyôko Kagawa| Tatsuya Mihashi
7930,People Under the Stairs, The (1991),Horror|Mystery|Thriller,Wes Craven,Brandon Quintin Adams| Everett McGill| Wendy Robie| A
7932,Dark Days (2000),Documentary,Marc Singer,Marc Singer
7934,Zelig (1983),Comedy,Woody Allen,Woody Allen| Mia Farrow| Patrick Horgan| John Buckwalter
7936,Shame (Skammen) (1968),Drama|War,Ingmar Bergman,Liv Ullmann| Max von Sydow| Sigge Fürst| Gunnar Björnstrand
7937,Silence, The (Tystnaden) (1963),Drama,Ingmar Bergman,Ingrid Thulin| Gunnel Lindblom| Jörgen Lindström| Håkan Jahnberg
7938,Winter Light (Nattvardsgästerna) (1963),Drama,Ingmar Bergman,Ingrid Thulin| Gunnar Björnstrand| Gunnel Lindblom| Max von Sydow
7939,Through a Glass Darkly (Såsom i en spegel) (1961),Drama,Ingmar Bergman,Harriet Andersson| Gunnar Björnstrand| Max von Sydow| Lars Passgård
7940,The Magician (1958),Drama,Ingmar Bergman,Max von Sydow| Ingrid Thulin| Gunnar Björnstrand| Naima Wifstrand
7943,Killers, The (1946),Crime|Film-Noir,Robert Siodmak,Burt Lancaster| Ava Gardner| Edmond O'Brien| Albert Dekker
7944,Night of the Iguana, The (1964),Drama|Thriller,John Huston,Richard Burton| Ava Gardner| Deborah Kerr| Sue Lyon
7951,Nightbreed (1990),Fantasy|Horror,Clive Barker,Craig Sheffer| Anne Bobby| David Cronenberg| Charles Haid
7976,Ken Park (2002),Drama,Larry Clark| Edward Lachman,Adam Chubbuck| James Bullard| Seth Gray| Eddie Daniels
7979,Monterey Pop (1968),Documentary|Musical,D.A. Pennebaker,Scott McKenzie| Denny Doherty| Cass Elliot| The Mamas and the Papas
7980,Bridge Too Far, A (1977),Action|Drama|War,Richard Attenborough,Siem Vroom| Marlies van Alcmaer| Erik van 't Wout| Wolfgang Preiss
7981,Infernal Affairs (Mou gaan dou) (2002),Crime|Drama|Thriller,Andrew Lau| Alan Mak,Andy Lau| Tony Chiu-Wai Leung| Anthony Chau-Sang Wong| Eric Tsang
7982,Tale of Two Sisters, A (Janghwa, Hongryeon) (2003),Drama|Horror|Mystery|Thriller,Jee-woon Kim,Lim Soo-jung| Yum Jung-ah| Kim Kap-su| Moon Geun-young
7983,Broadway Danny Rose (1984),Comedy,Woody Allen,Woody Allen| Mia Farrow| Nick Apollo Forte| Sandy Baron
7984,From Beyond (1986),Horror|Sci-Fi,Stuart Gordon,Jeffrey Combs| Barbara Crampton| Ted Sorel| Ken Foree
7986,Robot Jox (1990),Sci-Fi,Stuart Gordon,Gary Graham| Anne-Marie Johnson| Paul Koslo| Robert Sampson
7987,Dolls (1987),Horror,Stuart Gordon,Ian Patrick Williams| Carolyn Purdy-Gordon| Carrie Lorraine| Guy Rolfe
7988,Space Truckers (1996),Comedy|Sci-Fi,Stuart Gordon,Tim Loane| Ian Beattie| Olwen Fouéré| Shane Rimmer
7991,Death Race 2000 (1975),Action|Sci-Fi,Paul Bartel,David Carradine| Simone Griffeth| Sylvester Stallone| Mary Woronov
7993,Bucket Of Blood, A (1959),Comedy|Horror,Roger Corman,Dick Miller| Barboura Morris| Antony Carbone| Julian Burton
8008,Brigadoon (1954),Fantasy|Musical|Romance,Vincente Minnelli,Gene Kelly| Van Johnson| Cyd Charisse| Elaine Stewart
8010,Power of One, The (1992),Drama,John G. Avildsen,Nomadlozi Kubheka| Agatha Hurle| Nigel Ivy| Tracy Brooks Swope
8011,Weather Underground, The (2002),Documentary,Sam Green| Bill Siegel,Lili Taylor| Pamela Z| Jim Lange| Evan White
8012,Kikujiro (Kikujirô no natsu) (1999),Comedy|Drama,Takeshi Kitano,Takeshi Kitano| Yusuke Sekiguchi| Kayoko Kishimoto| The Great Gidayû
8014,Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003),Drama,Kim Ki-duk,Oh Yeong-su| Kim Ki-duk| Kim Young-min| Jae-kyeong Seo
8015,Phantom Tollbooth, The (1970),Adventure|Animation|Children|Fantasy,Chuck Jones| Abe Levitow| Dave Monahan,Butch Patrick| Mel Blanc| Daws Butler| Candy Candido
8016,Getaway, The (1972),Action|Crime|Drama|Thriller,Sam Peckinpah,Steve McQueen| Ali MacGraw| Ben Johnson| Sally Struthers
8019,Dark Water (Honogurai mizu no soko kara) (2002),Drama|Horror|Mystery|Thriller,Hideo Nakata,Hitomi Kuroki| Rio Kanno| Mirei Oguchi| Asami Mizukawa
8024,Thing Called Love, The (1993),Comedy|Drama|Romance,Peter Bogdanovich,River Phoenix| Samantha Mathis| Dermot Mulroney| Sandra Bullock
8025,The Thief (1997),Drama,Pavel Chukhray,Vladimir Mashkov| Yekaterina Rednikova| Mikhail Filipchuk| Dima Chigaryov
8033,How to Steal a Million (1966),Comedy|Crime|Romance,William Wyler,Audrey Hepburn| Peter O'Toole| Eli Wallach| Hugh Griffith
8035,Stendhal Syndrome, The (Sindrome di Stendhal, La) (1996),Crime|Horror|Thriller,Dario Argento,Asia Argento| Thomas Kretschmann| Marco Leonardi| Luigi Diberti
8042,Mean Streets (1973),Crime|Drama,Martin Scorsese,Robert De Niro| Harvey Keitel| David Proval| Amy Robinson
8043,Jack the Bear (1993),Comedy|Drama,Marshall Herskovitz,Danny DeVito| Robert J
8044,I Am a Fugitive from a Chain Gang (1932),Crime|Drama|Film-Noir,Mervyn LeRoy,Paul Muni| Glenda Farrell| Helen Vinson| Noel Francis
8045,Hamburger Hill (1987),Action|Drama|War,John Irvin,Anthony Barrile| Michael Boatman| Don Cheadle| Michael Dolan
8057,Sweet Bird of Youth (1962),Drama,Richard Brooks,Paul Newman| Geraldine Page| Shirley Knight| Ed Begley
8092,Frankenstein Unbound (1990),Drama|Horror|Sci-Fi,Roger Corman,John Hurt| Raul Julia| Nick Brimble| Bridget Fonda
8093,Shiri (Swiri) (1999),Action|Drama|Romance|Thriller,Je-kyu Kang,Han Suk-kyu| Yunjin Kim| Choi Min-sik| Song Kang-ho
8094,Bad Day at Black Rock (1955),Drama|Thriller|Western,John Sturges,Spencer Tracy| Robert Ryan| Anne Francis| Dean Jagger
8117,In China They Eat Dogs (I Kina spiser de hunde) (1999),Action|Comedy,Lasse Spang Olsen,Kim Bodnia| Dejan Cukic| Nikolaj Lie Kaas| Tomas Villum Jensen
8118,Delta Force 2 (Delta Force 2: The Colombian Connection) (1990),Action|Adventure|Thriller|War,Aaron Norris,Chuck Norris| Billy Drago| John P
8119,Crossroads (1986),Drama,Walter Hill,Ralph Macchio| Joe Seneca| Jami Gertz| Joe Morton
8121,Seducing Doctor Lewis (Grande séduction, La) (2003),Comedy,Jean-François Pouliot,Raymond Bouchard| Dominik Dagenais| Guy-Daniel Tremblay| Nadia Drouin
8125,Sunrise: A Song of Two Humans (1927),Drama|Romance,F.W. Murnau,George O'Brien| Janet Gaynor| Margaret Livingston| Bodil Rosing
8126,Shock Corridor (1963),Drama,Samuel Fuller,Peter Breck| Constance Towers| Gene Evans| James Best
8128,Au revoir les enfants (1987),Drama,Louis Malle,Gaspard Manesse| Raphael Fejtö| Francine Racette| Stanislas Carré de Malberg
8131,Pursuit of Happiness (2001),Comedy|Romance,John Putch,Frank Whaley| Annabeth Gish| Amy Jo Johnson| Patrick Van Horn
8132,Gladiator (1992),Action|Drama,Rowdy Herrington,James Marshall| Richard Lexsee| T
8136,Indestructible Man (1956),Crime|Horror|Sci-Fi,Jack Pollexfen,Lon Chaney Jr
8137,Wasp Woman, The (1959),Horror|Sci-Fi,Roger Corman,Susan Cabot| Anthony Eisley| Barboura Morris| William Roerick
8138,Attack of the Giant Leeches (1959),Horror|Sci-Fi,Bernard L. Kowalski,Ken Clark| Yvette Vickers| Jan Shepard| Michael Emmet
8142,Dead or Alive: Hanzaisha (1999),Action|Crime,Takashi Miike,Riki Takeuchi| Shô Aikawa| Renji Ishibashi| Hitoshi Ozawa
8143,Lola Montès (1955),Drama,Max Ophüls,Martine Carol| Peter Ustinov| Anton Walbrook| Henri Guisol
8147,Charly (1968),Drama|Sci-Fi,Ralph Nelson,Cliff Robertson| Claire Bloom| Lilia Skala| Leon Janney
8153,Lust for Life (1956),Drama,Vincente Minnelli| George Cukor,Kirk Douglas| Anthony Quinn| James Donald| Pamela Brown
8154,Dolce Vita, La (1960),Drama,Federico Fellini,Marcello Mastroianni| Anita Ekberg| Anouk Aimée| Yvonne Furneaux
8157,Jin Roh: The Wolf Brigade (Jin-Rô) (1998),Animation|Fantasy|Thriller,Hiroyuki Okiura,Michael Dobson| Yoshikazu Fujiki| Sumi Mutoh| Moneca Stori
8158,Rush (1991),Crime|Drama,Lili Fini Zanuck,Jason Patric| Jennifer Jason Leigh| Sam Elliott| Max Perlich
8167,Captain Blood (1935),Action|Adventure|Romance,Michael Curtiz,Errol Flynn| Olivia de Havilland| Lionel Atwill| Basil Rathbone
8169,*batteries not included (1987),Children|Comedy|Fantasy|Sci-Fi,Matthew Robbins,Hume Cronyn| Jessica Tandy| Frank McRae| Elizabeth Peña
8183,Educating Rita (1983),Comedy|Drama,Lewis Gilbert,Michael Caine| Julie Walters| Michael Williams| Maureen Lipman
8188,Sansho the Bailiff (Sanshô dayû) (1954),Drama,Kenji Mizoguchi,Kinuyo Tanaka| Yoshiaki Hanayagi| Kyôko Kagawa| Eitarô Shindô
8189,Zazie dans le métro (1960),Comedy,Louis Malle,Catherine Demongeot| Philippe Noiret| Hubert Deschamps| Carla Marlier
8190,Americanization of Emily, The (1964),Comedy|Drama|War,Arthur Hiller,James Garner| Julie Andrews| Melvyn Douglas| James Coburn
8191,Anne of the Thousand Days (1969),Drama,Charles Jarrott,Richard Burton| Geneviève Bujold| Irene Papas| Anthony Quayle
8195,Avventura, L' (Adventure, The) (1960),Drama|Mystery|Romance,Michelangelo Antonioni,Gabriele Ferzetti| Monica Vitti| Lea Massari| Dominique Blanchar
8196,Beyond the Valley of the Dolls (1970),Comedy|Horror,Russ Meyer,Dolly Read| Cynthia Myers| Marcia McBroom| John Lazar
8197,Hiroshima Mon Amour (1959),Drama|Romance|War,Alain Resnais,Emmanuelle Riva| Eiji Okada| Stella Dassas| Pierre Barbaud
8199,Ugetsu (Ugetsu monogatari) (1953),Drama|Thriller,Kenji Mizoguchi,Machiko Kyô| Mitsuko Mito| Kinuyo Tanaka| Masayuki Mori
8207,Day of the Jackal, The (1973),Crime|Thriller,Fred Zinnemann,Edward Fox| Terence Alexander| Michel Auclair| Alan Badel
8225,Night of the Living Dead (1990),Horror,Tom Savini,Tony Todd| Patricia Tallman| Tom Towles| McKee Anderson
8228,Maltese Falcon, The (a.k.a. Dangerous Female) (1931),Mystery,Roy Del Ruth,Bebe Daniels| Ricardo Cortez| Dudley Digges| Una Merkel
8232,I Love You Again (1940),Comedy|Drama,W.S. Van Dyke,William Powell| Myrna Loy| Frank McHugh| Edmund Lowe
8235,Safety Last! (1923),Action|Comedy|Romance,Fred C. Newmeyer| Sam Taylor,Harold Lloyd| Mildred Davis| Bill Strother| Noah Young
8236,While the City Sleeps (1956),Drama|Film-Noir,Fritz Lang,Dana Andrews| Rhonda Fleming| George Sanders| Howard Duff
8238,Little Murders (1971),Comedy|Crime,Alan Arkin,Elliott Gould| Marcia Rodd| Vincent Gardenia| Elizabeth Wilson
8239,Viridiana (1961),Comedy|Drama,Luis Buñuel,Silvia Pinal| Francisco Rabal| Fernando Rey| José Calvo
8241,Masterminds (1997),Action|Comedy|Thriller,Roger Christian,Patrick Stewart| Vincent Kartheiser| Brenda Fricker| Bradley Whitford
8253,Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979),Action|Adventure|Animation|Comedy|Crime|Mystery,Hayao Miyazaki,Yasuo Yamada| Eiko Masuyama| Kiyoshi Kobayashi| Makio Inoue
8254,Arizona Dream (1993),Comedy|Drama|Fantasy|Romance,Emir Kusturica,Johnny Depp| Jerry Lewis| Faye Dunaway| Lili Taylor
8261,3 Women (Three Women) (1977),Drama,Robert Altman,Shelley Duvall| Sissy Spacek| Janice Rule| Robert Fortier
8264,Grey Gardens (1975),Documentary,Ellen Hovde| Albert Maysles| David Maysles| Muffie Meyer,Edith 'Little Edie' Bouvier Beale| Edith Bouvier Beale| Brooks Hyers| Norman Vincent Peale
8266,Purple Rain (1984),Drama|Musical,Albert Magnoli,Prince| Apollonia Kotero| Morris Day| Olga Karlatos
8268,Point of No Return (1993),Action|Thriller,John Badham,Bridget Fonda| Gabriel Byrne| Dermot Mulroney| Miguel Ferrer
8270,Hairdresser's Husband, The (Le mari de la coiffeuse) (1990),Comedy|Drama|Romance,Patrice Leconte,Jean Rochefort| Anna Galiena| Roland Bertin| Maurice Chevit
8275,College (1927),Comedy,James W. Horne| Buster Keaton,Buster Keaton| Anne Cornwall| Flora Bramley| Harold Goodwin
8290,Mitchell (1975),Action|Crime,Andrew V. McLaglen,Joe Don Baker| Martin Balsam| John Saxon| Linda Evans
8293,Used People (1992),Comedy|Drama,Beeban Kidron,Shirley MacLaine| Bob Dishy| Emma Tammi| Asia Vieira
8302,Front Page, The (1931),Comedy|Drama|Romance,Lewis Milestone,Adolphe Menjou| Pat O'Brien| Mary Brian| Edward Everett Horton
8327,Dolls (2002),Drama|Romance,Takeshi Kitano,Miho Kanno| Hidetoshi Nishijima| Tatsuya Mihashi| Chieko Matsubara
8331,Man Who Came to Dinner, The (1942),Comedy,William Keighley,Bette Davis| Ann Sheridan| Monty Woolley| Richard Travis
8335,Make Way for Tomorrow (1937),Drama,Leo McCarey,Beulah Bondi| Victor Moore| Fay Bainter| Thomas Mitchell
8336,Major and the Minor, The (1942),Comedy|Romance,Billy Wilder,Ginger Rogers| Ray Milland| Rita Johnson| Robert Benchley
8337,Caine Mutiny, The (1954),Drama|War,Edward Dmytryk,Humphrey Bogart| José Ferrer| Van Johnson| Fred MacMurray
8338,Black Narcissus (1947),Drama,Michael Powell| Emeric Pressburger,Deborah Kerr| Flora Robson| Jenny Laird| Judith Furse
8340,Escape from Alcatraz (1979),Drama|Thriller,Don Siegel,Clint Eastwood| Patrick McGoohan| Roberts Blossom| Jack Thibeau
8341,Oliver Twist (1948),Adventure|Crime|Drama,David Lean,Robert Newton| Alec Guinness| Kay Walsh| Francis L
8360,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance,Andrew Adamson| Kelly Asbury| Conrad Vernon,Mike Myers| Eddie Murphy| Cameron Diaz| Julie Andrews
8361,Day After Tomorrow, The (2004),Action|Adventure|Drama|Sci-Fi|Thriller,Roland Emmerich,Dennis Quaid| Jake Gyllenhaal| Emmy Rossum| Dash Mihok
8362,Raising Helen (2004),Comedy|Drama|Romance,Garry Marshall,Kate Hudson| John Corbett| Joan Cusack| Hayden Panettiere
8363,Soul Plane (2004),Comedy,Jessy Terrero,Tom Arnold| Kevin Hart| Method Man| Snoop Dogg
8364,Baadasssss! (How to Get the Man's Foot Outta Your Ass) (2003),Drama,Mario Van Peebles,Mario Van Peebles| Joy Bryant| T
8366,Saved! (2004),Comedy|Drama,Brian Dannelly,Jena Malone| Mandy Moore| Macaulay Culkin| Patrick Fugit
8368,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX,Alfonso Cuarón,Daniel Radcliffe| Richard Griffiths| Pam Ferris| Fiona Shaw
8369,Mindhunters (2004),Action|Crime|Horror|Mystery|Thriller,Renny Harlin,Eion Bailey| Clifton Collins Jr
8370,Blind Swordsman: Zatoichi, The (Zatôichi) (2003),Action|Comedy|Crime|Drama,Takeshi Kitano,Takeshi Kitano| Tadanobu Asano| Michiyo Yasuda| Taka Guadalcanal
8371,Chronicles of Riddick, The (2004),Action|Sci-Fi|Thriller,David Twohy,Vin Diesel| Colm Feore| Thandiwe Newton| Judi Dench
8372,Garfield: The Movie (2004),Animation|Children|Comedy,Peter Hewitt,Breckin Meyer| Jennifer Love Hewitt| Stephen Tobolowsky| Bill Murray
8373,Stepford Wives, The (2004),Comedy|Fantasy|Thriller,Frank Oz,Nicole Kidman| Matthew Broderick| Bette Midler| Glenn Close
8375,Hunting of the President, The (2004),Documentary,Nickolas Perry| Harry Thomason,Morgan Freeman| Jonathan Alter| Steve Barnes| Paul Begala
